SPS/2606/00288-S01,2634.0684000
SPS/2606/00092-TB01,2613.9500000
SPS/2605/00942-TB01,2613.9500000
SPS/2605/01010-B01,2612.2162000
SPS/2606/00120-S01,2605.9920000
SPS/2605/00811-B03,2585.0880000
SPS/2606/00346-B01,2574.4000000
SPS/2606/00110-B01,2568.4138200
SPS/2606/00059-B01,2567.3760000
SPS/2605/01089-B01,2555.0335000
SPS/2606/00293-B01,2543.5830000
SPS/2604/01261-B02,2543.0265000
SPS/2606/00224-B01,2526.8328000
SPS/2606/00222-S01,2524.2720000
SPS/2604/01219-B01,2522.5434000
SPS/2606/00548-S01,2520.1712000
SPS/2606/00314-S01,2509.4160000
SPS/2605/00878-B01,2507.0400000
SPS/2606/00266-B01,2454.8700000
SPS/2604/00666-B01,2453.2200000
SPS/2605/00869-B01,2448.2844000
SPS/2606/00069-B01,2445.4282000
SPS/2605/00669-B01,2442.0180000
SPS/2604/01262-B01,2427.6965000
SPS/2605/00776-B01,2427.0312000
SPS/2606/00472-S01,2411.3984000
SPS/2605/00603-B02,2407.8712000
SPS/2606/00090-TB01,2404.8340000
SPS/2605/00632-B01,2402.1900000
SPS/2605/00939-B01,2398.4100000
SPS/2606/00486-B01,2397.7800000
SPS/2606/00212-B01,2392.8073000
SPS/2604/01056-P0401,2390.4000000
SPS/2605/01076-B01,2379.1500000
SPS/2605/01007-B01,2371.7448000
SPS/2605/00898-B01,2363.3682000
SPS/2606/00368-B01,2359.7046000
SPS/2605/00811-B02,2356.2000000
SPS/2601/00568-B09,2318.1270000
SPS/2606/00124-B01,2311.5750000
SPS/2606/00364-B01,2311.1120000
SPS/2605/00640-B01,2309.1598000
SPS/2601/00568-B08,2308.8730000
SPS/2606/00459-B01,2298.4926000
SPS/2604/01152-B01,2275.5775000
SPS/2606/00145-S01,2262.4774000
SPS/2605/00291-B02,2259.6840000
SPS/2606/00205-B01,2254.8820000
SPS/2606/00449-S01,2242.7448000
SPS/2603/00597-B01,2234.1696000
SPS/2605/00926-S01,2227.6003200
SPS/2604/01465-B03,2226.4200000
SPS/2605/00151-S02,2215.7772000
SPS/2605/01100-B01,2209.4150000
SPS/2606/00380-S01,2206.9352000
SPS/2605/01049-B01,2191.1164000
SPS/2606/00339-S01,2188.0768000
SPS/2606/00136-S01,2188.0768000
SPS/2605/01055-B01,2187.0835000
SPS/2606/00096-B01,2164.1906000
SPS/2606/00473-S01,2158.2504000
SPS/2605/00764-B01,2144.0672000
SPS/2605/01101-B01,2143.5750000
SPS/2605/00940-B01,2139.4254000
SPS/2605/01069-B01,2137.5970000
SPS/2605/01008-B01,2135.0000000
SPS/2605/01090-B01,2129.9650000
SPS/2606/00285-B01,2122.4250000
SPS/2606/00139-S01,2122.1055000
SPS/2606/00010-B01,2121.5856000
SPS/2606/00462-S01,2101.7741800
SPS/2606/00363-B01,2098.9348000
SPS/2605/01060-B01,2088.8234000
SPS/2606/00023-S01,2085.6978000
SPS/2606/00351-B01,2081.5998500
SPS/2605/00990-B01,2080.6412000
SPS/2605/01173-S01,2074.1261000
SPS/2605/00847-B01,2068.9020000
SPS/2606/00331-B01,2067.9398000
SPS/2605/01057-B01,2063.4232500
SPS/2606/00118-S01,2062.1696000
SPS/2604/00827-B01,2058.1600000
SPS/2606/00426-B01,2053.2704000
